id,name,file,offset
36,com.facebook.buck.distributed.thrift.CASContainsRequest,src-gen/com/facebook/buck/distributed/thrift/CASContainsRequest.java,186
37,com.facebook.buck.distributed.thrift.PathInfo,src-gen/com/facebook/buck/distributed/thrift/PathInfo.java,186
38,com.facebook.buck.distributed.thrift.BuildSlaveStatus,src-gen/com/facebook/buck/distributed/thrift/BuildSlaveStatus.java,186
39,com.facebook.buck.distributed.build_client.PostBuildPhase,src/com/facebook/buck/distributed/build_client/PostBuildPhase.java,2228
40,com.android.dx.ssa.RegisterMapper,third-party/java/dx/src/com/android/dx/ssa/RegisterMapper.java,793
41,com.facebook.buck.distributed.thrift.IAmAliveRequest,src-gen/com/facebook/buck/distributed/thrift/IAmAliveRequest.java,1061
42,com.facebook.buck.distributed.thrift.RuleKeyStoreLogEntry,src-gen/com/facebook/buck/distributed/thrift/RuleKeyStoreLogEntry.java,186
43,com.android.dx.rop.code.BasicBlock,third-party/java/dx/src/com/android/dx/rop/code/BasicBlock.java,805
44,com.facebook.buck.distributed.thrift.RemoteExecutionContainsRequest,src-gen/com/facebook/buck/distributed/thrift/RemoteExecutionContainsRequest.java,186
45,com.facebook.buck.jvm.java.plugin.api.TaskEventMirror,src/com/facebook/buck/jvm/java/plugin/api/TaskEventMirror.java,793
46,com.android.dx.cf.code.Frame,third-party/java/dx/src/com/android/dx/cf/code/Frame.java,861
47,com.facebook.buck.distributed.thrift.BuildJobStateBuckConfig,src-gen/com/facebook/buck/distributed/thrift/BuildJobStateBuckConfig.java,186
48,com.facebook.buck.distributed.thrift.AppendBuildSlaveEventsResponse,src-gen/com/facebook/buck/distributed/thrift/AppendBuildSlaveEventsResponse.java,186
49,com.android.dx.dex.file.StringIdsSection,third-party/java/dx/src/com/android/dx/dex/file/StringIdsSection.java,906
50,com.facebook.buck.util.unarchive.ArchiveFormat,src/com/facebook/buck/util/unarchive/ArchiveFormat.java,758
51,com.facebook.buck.distributed.thrift.ScribeData,src-gen/com/facebook/buck/distributed/thrift/ScribeData.java,186
52,com.facebook.buck.artifact_cache.thrift.BuckCacheResponse,src-gen/com/facebook/buck/artifact_cache/thrift/BuckCacheResponse.java,189
53,com.facebook.buck.distributed.thrift.LogDir,src-gen/com/facebook/buck/distributed/thrift/LogDir.java,186
54,com.facebook.buck.distributed.thrift.StoreBuildSlaveFinishedStatsResponse,src-gen/com/facebook/buck/distributed/thrift/StoreBuildSlaveFinishedStatsResponse.java,186
55,com.facebook.buck.artifact_cache.thrift.FetchResult,src-gen/com/facebook/buck/artifact_cache/thrift/FetchResult.java,189
56,com.facebook.buck.util.PatternsMatcher,src/com/facebook/buck/util/PatternsMatcher.java,846
57,com.facebook.buck.distributed.thrift.ObtainCapacityResponse,src-gen/com/facebook/buck/distributed/thrift/ObtainCapacityResponse.java,186
58,com.facebook.buck.distributed.thrift.BuildJobState,src-gen/com/facebook/buck/distributed/thrift/BuildJobState.java,186
59,com.facebook.buck.distributed.thrift.GetWorkRequest,src-gen/com/facebook/buck/distributed/thrift/GetWorkRequest.java,186
60,com.facebook.buck.log.thrift.rulekeys.Wrapper,src-gen/com/facebook/buck/log/thrift/rulekeys/Wrapper.java,187
61,com.facebook.buck.io.watchman.WatchmanWatcher,src/com/facebook/buck/io/watchman/WatchmanWatcher.java,1909
62,com.facebook.buck.distributed.thrift.SetCoordinatorRequest,src-gen/com/facebook/buck/distributed/thrift/SetCoordinatorRequest.java,186
63,com.android.dx.rop.type.StdTypeList,third-party/java/dx/src/com/android/dx/rop/type/StdTypeList.java,698
64,com.facebook.buck.worker.WorkerProcessPoolFactory,src/com/facebook/buck/worker/WorkerProcessPoolFactory.java,1532
65,com.android.dx.dex.file.TypeIdsSection,third-party/java/dx/src/com/android/dx/dex/file/TypeIdsSection.java,1030
66,com.facebook.buck.distributed.thrift.FetchSourceFilesRequest,src-gen/com/facebook/buck/distributed/thrift/FetchSourceFilesRequest.java,186
67,com.facebook.buck.distributed.thrift.CoordinatorIsAliveRequest,src-gen/com/facebook/buck/distributed/thrift/CoordinatorIsAliveRequest.java,1061
68,com.facebook.buck.distributed.thrift.ObtainCapacityRequest,src-gen/com/facebook/buck/distributed/thrift/ObtainCapacityRequest.java,186
69,com.facebook.buck.features.project.intellij.ModuleBuildContext,src/com/facebook/buck/features/project/intellij/ModuleBuildContext.java,1970
70,com.facebook.buck.distributed.thrift.BuildSlaveEventsRange,src-gen/com/facebook/buck/distributed/thrift/BuildSlaveEventsRange.java,186
71,com.android.dx.rop.code.LocalItem,third-party/java/dx/src/com/android/dx/rop/code/LocalItem.java,697
72,com.android.dx.rop.code.InsnList,third-party/java/dx/src/com/android/dx/rop/code/InsnList.java,698
